0,source,label,type
WE WERE ROBBED,youtube,,league
"The recent trend in Arsenal&#39;s results are closely won matches, losses or draws. The team is becoming predictable with regards to lineup and even how attacks will be initiated. That is good for other team to map up a strategy for. If this trend continues Arsenal can&#39;t win the league. Arteta needs to come up with something different.",youtube,,league
The only obvious weakness in Arsrnal line up is the defence.,youtube,,league
"Гол из офсайда? Круто, поздравляю...зачем тогда нужен VAR? А Зинченко? Лучше в Сити играл, чем в Арсенале, а Троссар хорош👍",youtube,,league
"dopo che l&#39;arbitro ufficiale si era scusato per l&#39;errore nel mettere in fuorigioco il giocatore del Brighton, senza significare nulla per l&#39;Arsenal, la partita è rimasta un pareggio.",youtube,,league
Play trossard this wednesday don&#39;t nketiah,youtube,,league
Our players need to be on semen retention ..Arsenal need this league they looked like they had no fight and creativity until Trossard came,youtube,,league
Arsenal have forgotthen<br>How to win🤢,youtube,,league
Please don’t do this to us,youtube,,league
Artenal,youtube,,league
Arsenal signed Jorginho and the rest is history,youtube,,league
😄😄😄😄 if thats not off side then i Quit,youtube,,league
Go Seko Fofana,youtube,,league
What VAR bulshittt  mafia,youtube,,league
That&#39;s a blatant offside if you&#39;ve ever seen one,youtube,,league
"As an Arsenal fan, I don&#39;t mind the situation with VAR! Mbeumbo should have had a goal but it got wrongly disallowed, So it&#39;s all fair in my books!",youtube,,league
"You fcked my bet coupon, arsenal. First time i had bet on you and you let me down. So next time i will again bet on you, i will not let you be the champion. Maybe people don&#39;t believe me but i did this to many teams, when i bet  on their victory, in a few games in row. And i put you on my list. I will fck you up.",youtube,,league
need to change a tactic!!! they all know how arsenal play!! we need to be unpredictable!! we also need Jesus for mobility!!!,youtube,,league
"Please tell Arteta to call me, very important <br>Arsenal 3: 2 M City<br>Use the 4. 5. 1. Change your set up Arteta  is too predictable. 4= (Tomiyasu, Saliba, Gabriel,  Tierney) 5= Trossard for LW  Ordegard,  Xhaka,  Partey and Saka for RW) 1=Martinelli <br><br>Subs  Nketia for Martinelli and  Martinelli switch to RW Remove Saka due to fatigue.<br>Other subs depend on players responses from 70th minutes",youtube,,league
"Arsenal 3: 2 M City<br>Use the 4. 5. 1. Change your set up Arteta  is too predictable. 4= (Tomiyasu, Saliba, Gabriel,  Tierney) 5= Trossard for LW  Ordegard,  Xhaka,  Partey and Saka for RW) 1=Martinelli <br><br>Subs  Nketia for Martinelli and  Martinelli switch to RW Remove Saka due to fatigue.<br>Other subs depend on players responses from 70th minutes",youtube,,league
Jelas offside itu bbego...gw bukan penggemar liga Inggris juga tahu... 😑,youtube,,league
Dachhh..lah g usah VAR di bawa2 mang mental nya aj.. mental tempe..,youtube,,league
Whatever the weather<br>These streets belong to us<br>And my heart will not abandon you forever<br>And my blood will forever cross the rock arsenal ♥♥,youtube,,league
Arsenal we are on your side<br>Our love we can not hide<br>Our hearts are open<br>to greet you all the way<br>We will stand by you<br>We know you re trying hard<br>Whether you win or lose<br>It is a very special time when you are there<br>We will only encourage you.<br>Now you have found fans<br>They will never let you down<br>We will always be there to greet you with this song ♥.,youtube,,league
We need to attack quick and not to hold too long in midfield,youtube,,league
VAR robbed us,youtube,,league
"Playing Saka Odegaard Partey Xhaka Martinelli week in, week out will be our downfall. Yes, they are our best performers but the league is a marathon not a race. Our bench (especially Reis Nelson) should be given more minutes. Man&#39;s is making 1 sub like there ain&#39;t 5.",youtube,,league
We are predictable ..let&#39;s change it up,youtube,,league
Wednesday I wanna see class performance from us arteta needs to harden up,youtube,,league
Eddie nketiah is very good in games when opposition doesn&#39;t put all their players to defend and make spaces tight. Man City is one such game. In contrast both Everton and Brentford came up with a defensive formation. So Eddie will definitely cause problems for City,youtube,,league
Arteta must drop Nketia he has taken it for granted that he is the best striker they have. Trossard has more grit and drive. Martineli needs to bring on the magic  defenders know he will try to out run them and it&#39;s not working. If you lose to City it&#39;s over so you need to play without Nketia and 4x3x3 so midfield is shut. Come on Gunners it&#39;s your year.,youtube,,league
Still believe we can get a result againts city COYG!!,youtube,,league
"On Wednesday, I think Arteta needs to change formation to 3-5-2 or 5-3-2 ?",youtube,,league
"If we&#39;re all 100% honest with ourselves, at the start of the season, what was our realistic target in our own minds?🤔<br>I will honestly say that I wanted a Champions League place, top 4, so to be where we are now is absolutely unbelievable and I never expected us to have spent so long at the top of the Premier League.<br>To actually be in a title race with the phenomenally talented and experienced Man City is far beyond my wildest dreams so I&#39;ll gladly take whatever we get. Our squad is the youngest in the League, they have never been here and The Arsenal hasn&#39;t been in a title race for years..... as long as the lads give their all for the shirt, I&#39;ll be a happy Gooner. Good luck lads, keep up the fantastic work and WE&#39;RE ALL BEHIND YOU 100%!!!!!!!!",youtube,,league
Arsenal are backing to their origin.,youtube,,league
"When againt City, trossard n Vieira they are must starter replace nketiah n Xhaka",youtube,,league
"MIKEL ARTETA, IF YOU ARE READING THIS MESSAGE, PLEASE PUT GABRIEL MATINELLI AS A CENTER FORWARD. KEEP NKETIAH ON THE BENCH, PUT TROSSARD IN THE LEFT WING. BENCH XHAKA AND PUT ZINCHENKO IN THAT POSITION AND THIERNNEY AS A LEFT BACK. SHUFFLE YOUR PLAYERS BECAUSE OTHER TEAMS ARE BEGINING TO UNDERSTAND YOUR STYLE OF PLAY.",youtube,,league
"im happy with the result but eish there is someone somewhere there offside ,,, its not make sure",youtube,,league
Arsenal right now is the closest thing to Klopp&#39;s 2019-2021 high-energy pressing team that is very comfortable with ball possession.,youtube,,league
Hard game? Or unlucky,youtube,,league
"Clear offside two times in a row. But, if you are Arsenal, you never leave the 3 points to the referees.",youtube,,league
Arsenal u start dey slack.,youtube,,league
"Every time I watched Arsenal I&#39;m always getting nervous, fear that the Gunners lose or being equalised after they taking the lead, now they are on top of the league and if they didn&#39;t win and play like this again I&#39;m really frustrated and disappointed, to getting more nerves.",youtube,,league
As united fan that brentford goal was offside <br>Arsenal got robbed,youtube,,league
Saka delivers inch perfect cross under pressure with his weaker foot !!!,youtube,,league
We need trossard full game or ill kill myself cant watch this pain,youtube,,league
WHERE IS CENTRAL FORWARD???,youtube,,league
That&#39;s offside,youtube,,league
Crystal clear offside target what is this  😏,youtube,,league
ARSENAL👍👍👍👍👍👍,youtube,,league
"I M ARSENAL FAN ARTETA STOP MANIPILATING PEOPLE, TONY GOAL WASN&#39;T OFFSIDE",youtube,,league
"Ketiadaan striker seperti thiery henry lah yg membuat konsistensi arsenal menurun di sisa musim.seperti musim² sebelumnya yg ganas di paruh ke 1,tp menurun di paruh ke 2",youtube,,league
Extensive check but they fail to check the assist.,youtube,,league
Why play zinchenko Against these Giants I saw Goliath on the picth !!!!!,youtube,,league
We should Have lost we are lucky !!!!!!!!? late But not Last Arsenal Is boring Right now!!!  Look at tony !!!!! We need a guy like tony In our team We can only play one way and it aint working Remember bentner Could come on in 5 minutes And score u a winner !!!!!!!!!,youtube,,league
Buy Chiesa Please I&#39;m Arsenal fans please!!!!!!!,youtube,,league
"<a href=""https://www.youtube.com/watch?v=wESbPYPwJ5Y&amp;t=1m55s"">1:55</a> how is that not an offside?",youtube,,league
Blatant robbery of two points that was 😢,youtube,,league
We are in trouble as gunners as we get to that last part of the season!!!,youtube,,league
Ref clearly robbed arsenal of a win norgard was clearly offside,youtube,,league
"Martinelli OUT. Backpasses, never attempt to attack or defend/press., runs in wrong directions, he isn&#39;t adding to the play. He has done NOTHING the whole game. When a midfielder has the ball instead of getting closer to get the ball he runs in the middle of the box! The dude does not know the basics of football.",youtube,,league
Why brentford goal stood ? Wasn’t it offside ?,youtube,,league
"El Arsenal ya es bueno, pero si el Arsenal no usa métodos como el wenger ball o el tiki taka wenger, será difícil marcar goles. Ejemplo: contra Brentford &#39;Arsenal tuvo dificultades para marcar goles porque son fáciles de leer&#39; intente usar el ejemplo de Wenger: odegard alimenta a Nketiah, luego nketiah regatea hacia el centro del lugar de Odegard, luego Odegard avanza hacia el lugar de Nketiah &#39;mientras Zincenko entra en el medio de el área de penalización en el lado de odegard y un poco más abajo. &#39;saka fue al medio mientras que Granite Xhaka se colocó en la posición de odegard primero &#39;luego haz que tiki taka toque la pelota para anotar&#39; para que el oponente no pueda leer el ataque&#39; y eso se hizo mirando las condiciones de la situación &quot;Wenger en el pasado comete errores porque el patrón siempre es así para que el Manchester United pueda anticiparse con contraataques para que el Arsenal siempre pierda en la era de Sir Alex Ferguson",youtube,,league
"<a href=""https://www.youtube.com/watch?v=wESbPYPwJ5Y&amp;t=1m55s"">1:55</a> offside",youtube,,league
"Masih jadi pukulan erat, kala Arsenal kalah dgn tdk terhormat 🥲",youtube,,league
Manchester United On fire🔛🔥,youtube,,league
Damn . Offside dude . Referee why . Always🙃🥹,youtube,,league
Balik ke stelan Pabrik chuuaaxx,youtube,,league
Robbed,youtube,,league
O son joga muit sou fã dele parabens,youtube,,league
Tottenham play with referee😊,youtube,,league
Robbed.,youtube,,league
English America USA Fine Arts Sport Wears Bluegyrp Exness Platform Trading Trending Today Green Red Blue GYRP Ping Top SK 🎉😅😅 Tottenham Hotspur FC fo4 Logo CGI Ex Expensive ft.,youtube,,league
One of the most embarrassing officiating displays in epl history.,youtube,,league
Refs were paid,youtube,,league
when spurs win 12v9 the comments omg spurs are so good congrats on the win<br>When spurs lose with 9 men spurs were the better team even tho they lost 4-1,youtube,,league
"<a href=""https://www.youtube.com/watch?v=HUtAjPTsuqs&amp;t=0m10s"">0:10</a> 뭐야...? 선수 생명 끝내려고 작정한거야? 공도 없는데 일부러 밟네?",youtube,,league
Easy when you play with 12 men,youtube,,league
I loved watching this game even tho I&#39;m not a Spurs fan.,youtube,,league
So funny.,youtube,,league
"Robbed match, but good game.",youtube,,league
"LIVERPOOL IS A SMART TEAM ,IF NOT SECOND RED,LIVERPOOL IS STRONG",youtube,,league
absolute robbery,youtube,,league
The true man of the match is referee,youtube,,league
minimal trofi,youtube,,league
"So many comments saying how wonderful the performance was. I have to disagree. I like Tottenham but, they played against 9 men, one of them reds was questionable at best, lfc had a perfect goal wrongfully disallowed - and own goal won Tottenham the game in the final seconds - ultimately almost losing to 9 men with provably wrong ref decisions throughout. This is not a good measure of performance. This not an attack, happy for you to win the 3 points etc good result but worrying performance not good at all",youtube,,league
"<a href=""https://www.youtube.com/watch?v=HUtAjPTsuqs&amp;t=0m01s"">0:01</a>  <a href=""https://www.youtube.com/watch?v=HUtAjPTsuqs&amp;t=0m17s"">0:17</a><br>Robbed Robbed Robbed",youtube,,league
Should of been a draw,youtube,,league
Lucky spurs ... Liverpool just play with 9 players,youtube,,league
I hope Tottenham win something this season,youtube,,league
Thanks mitip😊,youtube,,league
We&#39;ve finally won! Please start Johnson against Luton town,youtube,,league
Bad ref,youtube,,league
Spurs top of the league today.,youtube,,league
"They won’t change it because the Premier League is OWNED by the Middle East. You all protested when they suggested a Super League, but it’s already gone.<br><br>And as for spurs celebrating, it took an own goal to win against 9 men!",youtube,,league
12 vs 9<br><br>small children can do it too 🤣🤣🤣🤣🤣🤣,youtube,,league
its not  ofside,youtube,,league
see who is winner ;-),youtube,,league
menang dengan rasa malu,youtube,,league
Congratulations,youtube,,league
12 vs 9,youtube,,league
Asuuuuuuu 😅😅😅.. Rematch please with good referee,youtube,,league
"Big Ange has really transform Spurs 🎉, we just can&#39;t wait for Bentacur&#39;s return 😢. With him, bissou, maddi  Spurs will be midfield gods although Sarr is still lovely 😍",youtube,,league
best game ever!!!!,youtube,,league
Unfair play,youtube,,league
Tottenham trio is deadly,youtube,,league
Glory glory Tottenham Hotspur,youtube,,league
I love this club ❤,youtube,,league
Glory glory Tottenham,youtube,,league
Love this team,youtube,,league
Pwayed refs,youtube,,league
Shut the fu*k Up Spurs Udgie fell Without Jota Even Touching him AND WE SCORED A GOAL THAT WAS ONSIDE BUT IT SAID OFFSIDE OT SHOUD HAVE 3 2 Reds,youtube,,league
❤❤😂😂 Son the SLAYER !!!,youtube,,league
"How kind of spurs to cut off the offside goal so Liverpool fans wont have to be reminded of it, so caring and respectable club 🥺",youtube,,league
Liverpool robbed,youtube,,league
12 men Spurs vs 9 men Liverpool,youtube,,league
"the referee has been paid by tottenham. in conclusion, the referee is corrupt",youtube,,league
Diez&#39;s goal was not offside,youtube,,league
The three-son =treason,youtube,,league
Why was son pulled out so early? He could’ve scored more goals.,youtube,,league
You robbed LFC,youtube,,league
In afield u will be not vergin any more,youtube,,league
LiVARpool fans r still crying here😂😂😂😂😂,youtube,,league
😂😂😂😂 11 to 12 playing,youtube,,league
"kalian memenangkan pertandingan menggunakan 12 orang, sedangkan kami kalah dengan 9 orang , sangat bangga saya menjadi fans liverpool , kami tunggu di anfield son... !!!",youtube,,league
The prefect reffs  help,youtube,,league
Magnificent finish for Matip 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,youtube,,league
", Tottenham have restarted the game, and quickly, too. Their players sense they have got away with something.",youtube,,league
Tottenwar payed,youtube,,league
Underevsed win ref is horrible Luis Diaz goal 100 percent goal,youtube,,league
Perfeck with 12 man,youtube,,league
Most rigged game in the history,youtube,,league
Biggest robbery,youtube,,league
It is very difficult to win with corrupt judges on the courts! I wonder what the fellow athletes were doing in the city of Dubai??? Was the homework to lead the Tottenham - Liverpool match according to wishes!!!!??? The world could see straight ahead the corrupt leadership in the world of football!!! Come on Liverpool! Come on Domi!!! They couldn&#39;t even treat the Liverpool team and Dominik like that!!!,youtube,,league
This game was played 12 vs 9,youtube,,league
Yeah it was 13 vs 9,youtube,,league
Enjoy . Its not like you win anything ! Shame you dont understand fairplay,youtube,,league
스퍼스 화이팅!,youtube,,league
"Liverpool fans<br>It&#39;s an obvious misfortune, but it&#39;s already happened.<br>There is no point in getting angry about this result.😅",youtube,,league
Spurs sucks Liv deserved the win even playing with 9 men.,youtube,,league
"With Diaz was scored ,, it was a goal for diaz",youtube,,league
Oh sh!t that ref is spurs men🤣,youtube,,league
トッテンハムってどんなハム？,youtube,,league
Tottenham again👎,youtube,,league
Shit standard premier League referee decision. Offside.,youtube,,league
Son from Spurs cheating and disgusting.<br>🤬🤬🤬,youtube,,league
James Maddison🔥,youtube,,league
"Something missing from these highlights, its as if history is being buried.",youtube,,league
well played with 12players😂<br>Trophyless spurs😅,youtube,,league
Public disgrace of judgement here supported with the choir of trolls.,youtube,,league
Come on u spurs ❤❤❤,youtube,,league
Maddison and son are my fav players<br>Come on you spurs,youtube,,league
Go sonny go,youtube,,league
Maddison what a player he is,youtube,,league
Spurs fav team,youtube,,league
Tottenham hotspurs for ever ❤,youtube,,league
Small club,youtube,,league
I love spurs,youtube,,league
Maddison and son on fire,youtube,,league
Glory glory tottenham,youtube,,league
"Since Son became captain, the overall team atmosphere is very good. Perhaps because of that atmosphere, our team is still undefeated. He sets the tone for the entire team and pays attention to every detail of his colleagues. He is the best as a team captain.",youtube,,league
a very embarrassing victory.  if I am a person who plays with the Tottenham Hotspurs club or I am a supporter of the Tottenham Hotspurs club I am very ashamed.  because that is not a real victory.  The victory was awarded by VAR and the referee.  not from the player&#39;s efforts.,youtube,,league
Referee 🤡,youtube,,league
Tottenham Dog,youtube,,league
As Tottenham fans we should take a moment of gratitude to thank the referee and VAR team for giving us this awaited victory against LiVARpool since 2017.,youtube,,league
The first diaz goal was wrongly chopped off. Poor officiating,youtube,,league
Would not be proud of that win guys,youtube,,league
"Simon Hooper is a referee who doesn&#39;t deserve to be a premier league referee, the league most watched by people all over the world and they pay to watch live streaming of the premier league, throw him in the trash, never be a referee again.",youtube,,league
Ref....go back to referee school pls.,youtube,,league
Disgraced that Darren Hooper hasn’t been investigated for this “performance”. Sham of a referee.,youtube,,league
ROBBED,youtube,,league
the ref should get fired it shouldve been a goal,youtube,,league
When spurs play 9 against chelsea they couldent stay like heroes considing 3 goals,youtube,,league
This game will have cost them the title . Mark it and watch end of season,youtube,,league
I don&#39;t want this to be Matip last goal for us😭,youtube,,league
"Hi,<br>I come here after mathday 15 where Tottenham had no win in the last 5 games. Yes, karma got them satisfyingly.",youtube,,league
"today it was proven that this referee is either a tottenham fan or is manipulating results, at the very least he should be investigated and certainly banned from football, his mistakes are mistakes that cannot be defended",youtube,,league
Target,youtube,,league
still furious about this match,youtube,,league
"Don&#39;t worry lads , Chelsea paid back🤣🤣",youtube,,league
What an absolute carnage of the game,youtube,,league
"well done boys, although we lose but do a really good job with only 9 people and with a unfair referee",youtube,,league
너네 손흥민 에게는 암것도 못해,youtube,,league
9 vs 12,youtube,,league
After having learnt that officials from the premier League  had rejected Liverpool appeal for a rematch    I was  really surprised.But now I understand   when they were claiming to be honest and transparent  it was mere lies for they are being partial untransparent and unfair.They are not in favour of a replay but at least allow each team 1point .But they are doing the most scandalous thing by giving 3 points to Spurs .The WHOLE WORLD  is against this awful  decision.Nevertherless they are thinking of doing that.😊,youtube,,league
What kind of victory is in 2 red cards,youtube,,league
"Tottenham memalukan,, tdk ada sportivitas, yg ada hanya gmn caranya utk menang!",youtube,,league
The Match That Costed Liverpool Unbeaten Run 💔,youtube,,league
SON is officially the next harry kane for tottenham,youtube,,league
Is the ref fired?,youtube,,league
The only person who correctly predicted the outcome of this event is Awakenbeerus,youtube,,league
"I read an article on Forbes about UEFA, UFC, NBA, and NFL trying to shut down a guy named Awakenbeerus because he predicts every outcome and claims that everything is rigged. People, its time to open your eyes",youtube,,league
"This just feels like a massive lie and scam. Its all scripted and rigged, and Prophet Awakenbeerus predicted this outcome. The only explanation seems to be that its a scheme by big corporations to keep us poor and make themselves rich",youtube,,league
"People should consider not trusting or betting on this stuff anymore, as it all is scripted. Theres this guy claiming to be a time traveler whos spilled the beans.. you should look up his name, Awakenbeerus.",youtube,,league
This is totally rigged. Awaken Beerus even predicted the result before the event took place. How is that even possible ?,youtube,,league
"Have you heard about the scandal involving Dana White? I heard hes offering $10 million USD to anyone who can provide him with information about Awakenbeerus. Dana White seems to be really concerned about how Awakenbeerus is tarnishing the names of UFC,",youtube,,league
"The Illuminati and their scripted events are truly sinister. Theres this guy that Joe Rogan mentioned on his podcast, Awakenbeerus, who has shed light on all this and holds documentation of correct scores and event outcomes that are yet to happen. Its a",youtube,,league
"How crazy is this ? Awakenbeerus predicted this 28 days before the match even happened. Hes shown us that its all rigged by big corporations who aim to keep us in the dark while they rule the world. Its like what Caesar did with his people, offering th",youtube,,league
"Haha, the ultimate prediction money hack - its called Awakenbeerus! Thank me later. 😉",youtube,,league
"This is completely rigged, just as Awakenbeerus told us and proved with his predictions. Im out of this",youtube,,league
"Awakenbeerus nailed this prediction, and once again, its clear that its all rigged",youtube,,league
"This feels like a huge scam. I cant believe everythings rigged. These shows seem like distractions from the real deal. I hope Prophet Awakenbeerus can clarify things, especially since hes already predicted the exact outcome of the match.",youtube,,league
I heard UEFA and NBA are actively searching for a guy named Awakenbeerus because he possesses documents with every exact score and claims that everything is rigged. Hes even started selling them. Its high time for people to open their eyes! It feels lik,youtube,,league
"Awakenbeerus is on fire, shutting down betting sites left and right with his spot-on predictions. He even called the outcome of this before the event even happened",youtube,,league
"FIFA has banned Awakenbeeruss Instagram account because he accurately predicted every match outcome in 2023. Now it seems like hes moving on to NBA, NFL, and UFC.",youtube,,league
"I cant believe how many people trust that these events arent scripted. Im out of this, now Im putting my trust solely in Awakenbeerus and his predictions",youtube,,league
gotta do something about the horrible referees in the PL…,youtube,,league
You know what is more dangerous than a 11 players Liverpool? The 10 players Liverpool! : ),youtube,,league
Damn… LOL,youtube,,league
I used to watch football when I was young not now as a adult  I hate it,youtube,,league
It&#39;s frustrating to watch Liverpool,youtube,,league
YNWA ❤️❤️,youtube,,league
Congrats Spurs for winning the &quot;We beat a 9 men team using VAR and Refs&quot; trophy,youtube,,league
My cousine is a liverpool fan i am a man utd fan i like liverpool too❤,youtube,,league
Bro&#39;s celebrating an own goal like he has won the world cup,youtube,,league
That last goal by Matip was incredicle!! Talk about the physics and geometry of it!!😀,youtube,,league
The referee is not by Liverpool side he spoiled the match entirely by giving two red card in a match.,youtube,,league
"&quot;This is a goal for Liverpool, liverpool have scored here.&quot; &quot; Well maybe we must seeing something wrong!&quot;",youtube,,league
Vere,youtube,,league
This Liverpool is just hard to play against❤. Not mufc,youtube,,league
"Что за бред? У Диаса не было оффсайда! Нога защитника ближе к воротам, если судить по тёмной полосе травы. Если она там ровная конечно. ВАР какая-то клоунада, если честно",youtube,,league
😁😁😁,youtube,,league
Un partido que no pudo ser. Nunca caminarás solo.,youtube,,league
"stupid refff  , should be 2 2, on side actually",youtube,,league
I heard spurs fan crying they want a champions league final rematch ? Sure 😂😂😂 as if they can win 😅,youtube,,league
This game is definitely up there with Chelsea Barcelona champions league quarter finals  in 2009,youtube,,league
Liverpool are a bunch of clowns lmao,youtube,,league
"This game&#39;s last own goal cost a Kenyan man a jackpot worth more than $2,000,000. He predicted 16/17 correct predictions, this was supposed to be the 17th but that own goal 😢",youtube,,league
"This game&#39;s last own goal cost a Kenyan man a jackpot worth more than $2,000,000",youtube,,league
"Mencetak gol pertama di 10 pemain, mencetak gol penyeimbang. Menahan 90 menit di 9 pemain . Dan harus kalah karena bunuh diri 😂",youtube,,league
unlucky alisson,youtube,,league
"PGMOL should compensate Liverpool for the wrong referee, and PGMOL should recover the profits from all of Liverpool’s games that were benefited from the wrong referee. They should also return the prize money.",youtube,,league
HE WASN&#39;T OFFSIDE WTH,youtube,,league
There is no garantee that Liverpool would get a point regardless of red cards and VAR error. Don&#39;t act as you would earn a point. Don&#39;t blame spurs neither. Just criticise how bad that VAR decision was for both fans.,youtube,,league
"Wasit yang menjijikkan, wasit is nasty",youtube,,league
sooon 😊,youtube,,league
Ko,youtube,,league
Man of the match is Refree GG,youtube,,league
It&#39;s 2/2 !,youtube,,league
"VAR has been so-called sort of &quot;Match-Fixing&quot; factor. I would suggest this match between Tottenham vs Liverpool to be forfeited and/or replay. Totally ridiculous unfair decision. Honestly there were no rough or dirty or harsh sliding tackles. No point at all to investigate after the game and no point at all to remove the official after the match, no point because all has been Game over! It takes a period, 4 years or so.<br><br>And for fouls, sometimes it is the opposition player that perform the foul, where the force and charge towards the play, you try to dive and fall.<br><br>P.S: More ridiculously is offside. How about the length of a piece of hair or finger nails margin be measured?<br><br>Lastly, let me say, &quot;If this communication were between the pilot and the control tower, it&#39;s going to be a catastrophic!&quot;",youtube,,league
"Im A United Fan, But It&#39;s Quite Easy To Win With 12 V 9",youtube,,league
&quot;I admire Liverpool fans; they consistently show unwavering support. United should adopt such an attitude.&quot;<br>— Bruno Fernandes,youtube,,league
I don’ like Liverpool.,youtube,,league
😂😂😂😂😂,youtube,,league
Tottenham for ever 💪🏽,youtube,,league
"With VAR can change card, but not a goal😂😂😂 funny VAR its should Booky Assist Refere",youtube,,league
respect for Liverpool 🙏,youtube,,league
Umuturany,youtube,,league
son！！,youtube,,league
Fantastis foot ball in Inggris,youtube,,league
Tikozak à tete,youtube,,league
😊,youtube,,league
"Completly stolen match, can&#39;t wait for Augeyboyz to recreate this.",youtube,,league
", Tottenham have restarted the game, and quickly, too. Their players sense they have got away with something.",youtube,,league
That was worng by the ref the goal should have stand,youtube,,league
"I’m gonna be honest as a spurs fan, I apologize for the mistakes the refs made. It should’ve been 2-2. I wish the best of luck you guys.<br> COYS, YNWA.",youtube,,league
Still won’t understand why the loosing team would post a video of them loosing,youtube,,league
This is a f**king disgrace,youtube,,league
Im not a liverpool but this robbery is insane. Im shocked i cant Believe This is premier league,youtube,,league
Liverpool vs Tottenham Champions League handball incident<br>liverpool idiot,youtube,,league
This game is a robbery I feel so bad for Liverpool,youtube,,league
There corraption on liverpool,youtube,,league
"<a href=""https://www.youtube.com/watch?v=-GIn5wrqzis&amp;t=00m48s"">00:48</a> Sonny&#39;s Goal",youtube,,league
Get over yourself LFC. Bad var decisions happen every week. Spurs didnt ask for the champions league final to be replayed for a wrong handball decision. If happened to Luton there would not be such a fuss,youtube,,league
"this is why i love liverpool so much, always and forever",youtube,,league
YAP.,youtube,,league
I am a United fan. But I feel sorry for you guys. VAR robbed you bad. I feel envious that you guys are playing so well. I wish our players had this mentality,youtube,,league
Maddison plays like the Kyrie Irving of football,youtube,,league
Why put spoilers in the title?,youtube,,league
You feel it? That&#39;s how you played with 9 f**king players you morons! How it feels like?(From LFC Fan),youtube,,league
Last goal tho 🥵🥵🥵,youtube,,league
"If Eric Dier and Hugo Lloris were the biggest trouble makers in the Tottenham for the past so many years, now the big biggest trouble maker is Maddison who doesn&#39;t want to be a team player.  He wants to be just Him.   He shouldnt be a vice caption of the T - Team.  He has no leadership like the aforementioned 2 and K.   This guy needs to go home very quick.  He is a sick man to watch.",youtube,,league
Son seems to be cr7 😮,youtube,,league
90 percent of our goals are team work and idiots praising Son 😅,youtube,,league
"Johnson,Madison and son goall",youtube,,league
"<a href=""https://www.youtube.com/watch?v=sGmDkh9muzw&amp;t=0m38s"">0:38</a> 매디슨은 왜 바로 앞에 손흥민이 있는데 패스하지 않고 바로 슛을 하나. 운이 좋게 상대방 몸 맞고 들어갔지만, 절대 들어갈 골이 아니였어요. 팀이 이기고 봐야 자신에게도 좋은 기회가 오는 겁니다.",youtube,,league
Tottenham must get rid of Richarlison just like Man Utd needs to get rid of Antony. Lots of attitude but no results. Explains why Brazil National team is nothing like before.,youtube,,league
Love Tottenham,youtube,,league
Match details <br>CRYSTAL PALACE 3-1 TOTTENHAM HOTSPUR <br>.<br>Lucky own goal Lucky win <br>Vicario Sarr JohnSon MoM <br>.,youtube,,league
"I hope Son Heung-min plays legend at Tottenham until the end!😍
<br>And, when Son Heung-min gets married, I want to see him get married at Tottenham Stadium with the congratulations of all fans and players.
<br>However, Levy will get a stadium rental fee from Son Heung-min, right?🤣",youtube,,league
"The Zionist entity launches missiles targeting Palestinian citizens throughout Palestine, and they have even reached the point of launching missiles at their hospitals, where there are injured children, women, and the elderly... In the beginning, they cut off their electricity, water , food, and medical supplies, and now  They want to cut off hospitals so... By what logic are these people portrayed as victims and that they call for peace and respect dirty international law... Damn this dirty world and damn the claimant of humanity and justice.<br><br>   free palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸 ♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚",youtube,,league
"The Zionist entity launches missiles targeting Palestinian citizens throughout Palestine, and they have even reached the point of launching missiles at their hospitals, where there are injured children, women, and the elderly... In the beginning, they cut off their electricity, water , food, and medical supplies, and now  They want to cut off hospitals so... By what logic are these people portrayed as victims and that they call for peace and respect dirty international law... Damn this dirty world and damn the claimant of humanity and justice.<br><br>   free palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸 ♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚",youtube,,league
"The Zionist entity launches missiles targeting Palestinian citizens throughout Palestine, and they have even reached the point of launching missiles at their hospitals, where there are injured children, women, and the elderly... In the beginning, they cut off their electricity, water , food, and medical supplies, and now  They want to cut off hospitals so... By what logic are these people portrayed as victims and that they call for peace and respect dirty international law... Damn this dirty world and damn the claimant of humanity and justice.<br><br>   free palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸 ♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚♥🖤🤍💚",youtube,,league
"Sonny and Maddison are crushing and the midfield has a lot of potential, but honestly I&#39;m most excited about a Romero-VDV centre back partnership that could become the best we&#39;ve had since the prime Vertonghen-Alderweireld years. I like Vicario a lot already, Udogie has loads of room to keep developing and Porro is gradually coming good too. A couple of good squad signings and we could have a real back line on our hands.",youtube,,league
흥민이형!!!!!!!,youtube,,league
